run_id,model_name,feature_type,epochs,lr,batch_size,optimizer,weight_decay,cnn_conv_layers,cnn_filters,cnn_kernel,cnn_dense_layers,cnn_dense_units,cnn_dropout,fan_hidden,fan_layers,d_p_ratio,fan_activation,mlp_scenario,mlp_init_weight,mlp_dropout,kan_hidden,kan_grid,kan_k,kan_lambda,rbf_units,rbf_type,rbf_width_method,rbf_p_neighbors,rbf_fixed_width,rbf_regularization,accuracy_test,f1_score_test,precision_test,recall_test,accuracy_train,f1_score_train,precision_train,recall_train,inference_time_sec,training_time_sec,cpp_code_size_bytes
22,KAN,mfcc,100,0.001,32,Adam,1e-5,,,,,,,,,,,,,,10,3,5,0.001,,,,,,,0.18023255813953487,0.17132686459539553,0.18408576932823453,0.18023255813953487,0.18451688009313155,0.1725637002044638,0.178990489837671,0.18451688009313155,0.08524639218352562,0.589940071105957,293304
23,KAN,mfcc,100,0.001,32,Adam,1e-5,,,,,,,,,,,,,,10,3,5,0.01,,,,,,,0.04186046511627907,0.023777204354614147,0.0927891192609043,0.04186046511627907,0.056461001164144355,0.03345500487520558,0.05358577453252574,0.056461001164144355,0.08455243581949279,0.6042389869689941,191675
24,KAN,mfcc,100,0.001,32,Adam,1e-5,,,,,,,,,,,,,,10,5,3,0.0001,,,,,,,0.6,0.5570626559839996,0.5701551687694331,0.6,0.6242724097788126,0.581001337656962,0.608310788964153,0.6242724097788126,0.08331753154133642,0.49811339378356934,689786
25,KAN,mfcc,100,0.001,32,Adam,1e-5,,,,,,,,,,,,,,10,5,3,0.001,,,,,,,0.5523255813953488,0.5145715747722159,0.5356067175129581,0.5523255813953488,0.6108847497089639,0.5691504834829135,0.5885050087041834,0.6108847497089639,0.08364870437355929,0.4873166084289551,349059
26,KAN,mfcc,100,0.001,32,Adam,1e-5,,,,,,,,,,,,,,10,5,3,0.01,,,,,,,0.08953488372093023,0.01471544513663101,0.008016495402920498,0.08953488372093023,0.08178114086146682,0.012365079678273973,0.006688155000603078,0.08178114086146682,0.08422825530517933,0.5074448585510254,93739
27,KAN,mfcc,100,0.001,32,Adam,1e-5,,,,,,,,,,,,,,10,5,5,0.0001,,,,,,,0.09651162790697675,0.06048081805092368,0.0603761377112075,0.09651162790697675,0.07974388824214203,0.057458467676472176,0.07220242132073361,0.07974388824214203,0.08444267844044885,0.6056299209594727,169219
28,KAN,mfcc,100,0.001,32,Adam,1e-5,,,,,,,,,,,,,,10,5,5,0.001,,,,,,,0.09767441860465116,0.0701922398339163,0.08029633361841158,0.09767441860465116,0.0779976717112922,0.05326073467926543,0.08926685644298962,0.0779976717112922,0.08426365658294323,0.57820725440979,168708
29,KAN,mfcc,100,0.001,32,Adam,1e-5,,,,,,,,,,,,,,10,5,5,0.01,,,,,,,0.0872093023255814,0.06594061218520123,0.07188449456282305,0.0872093023255814,0.089930151338766,0.0694554081611391,0.10047366321119695,0.089930151338766,0.08445363765539125,0.5685298442840576,164727
30,KAN,mfcc,100,0.001,32,Adam,1e-5,,,,,,,,,,,,,,10,7,3,0.0001,,,,,,,0.6337209302325582,0.6150930242087504,0.6858850533846822,0.6337209302325582,0.6760768335273574,0.6586981234404714,0.7088368574284937,0.6760768335273574,0.08393405454103336,0.49423980712890625,722226
31,KAN,mfcc,100,0.001,32,Adam,1e-5,,,,,,,,,,,,,,10,7,3,0.001,,,,,,,0.5825581395348837,0.5285378429214606,0.6658090099355467,0.5825581395348837,0.6210710128055879,0.578415774854031,0.7010914951768519,0.6210710128055879,0.08415968445844428,0.4989447593688965,324476
